,FAA,EAA (Golden Defensive),FAA + MA Filter,EAA + MA Filter,Equal Weight,SPY Buy&Hold
2008-06-30,0.031554037680393776,0.0004856154919642055,0.026535483178136365,0.0058967740395858585,-0.07079358180051355,-0.08357614867684415
2008-07-31,-0.05572798030307717,-0.050672429201204953,-0.0036740871712105383,-0.0024493914474736926,-0.014876134445303533,-0.008986159555371964
2008-08-31,-0.0038345682075542897,-0.00011464986429361983,0.02739374498342584,0.012174997770411481,0.0143394605004329,0.015454143214176597
2008-09-30,-0.11114819820255158,-0.0633996374623588,0.014758938125499554,0.008199410069721975,-0.09894210349725285,-0.09417340762245119
2008-10-31,-0.12044767202439355,-0.026194718176484326,-0.018606764791508468,-0.004134836620335214,-0.16911898249919916,-0.1651869110998715
2008-11-30,0.0,0.0,0.0,0.0,-0.06794273245435417,-0.06960641822960378
2008-12-31,0.0,0.0,0.0,0.0,0.011208356905272061,0.009796155856381938
2009-01-31,0.0,0.0,0.0,0.0,-0.07922293059517144,-0.08211409362221045
2009-02-28,0.0,0.0,0.0,0.0,-0.11225919477764548,-0.10744935075534767
2009-03-31,0.0,0.0,0.0,0.0,0.09006649433779695,0.08331080768814214
2009-04-30,0.0,0.0,0.0,0.0,0.10837199289111858,0.0993462913970562
2009-05-31,0.023188026815675666,0.002576447423963964,-0.0369492387699486,-0.004105470974438735,0.05903095384261207,0.05845336762331521
2009-06-30,-0.004487405676660727,0.0011214446880299877,-0.004487405676660727,0.0011214446880299877,-0.0030467072692548594,-0.0006551207053182573
2009-07-31,0.10179742150933586,0.0697390516883189,0.10179742150933586,0.0697390516883189,0.07761174361440719,0.07460591095204538
2009-08-31,0.026124524316000503,0.017335382885879522,0.026124524316000503,0.017335382885879522,0.03475864266249287,0.03693980797571195
2009-09-30,0.04140777459065559,0.017885726856098294,0.04140777459065559,0.017885726856098294,0.036811974642307996,0.035457189138619505
2009-10-31,-0.030985808039605413,-0.03510513887395645,-0.030985808039605413,-0.03510513887395645,-0.02233841181786446,-0.019225319218901693
2009-11-30,0.048995275976983534,0.04853171569428798,0.048995275976983534,0.04853171569428798,0.0630845859531705,0.061607097603933125
2009-12-31,0.013527362339758412,-0.001442994387465691,0.013527362339758412,-0.001442994387465691,0.022983971492929238,0.019100754589884028
2010-01-31,-0.029397736626926754,-0.027051035394663765,-0.029397736626926754,-0.027051035394663765,-0.03630278577469878,-0.03634231875207761
2010-02-28,0.04020327369614655,0.028099125978765682,0.04020327369614655,0.028099125978765682,0.030736279832629648,0.031194309017119393
2010-03-31,0.030839084123868078,0.024123698990019905,0.030839084123868078,0.024123698990019905,0.05788550043415968,0.060879943545482096
2010-04-30,0.021320481736770258,-0.008935779197206046,0.021320481736770258,-0.008935779197206046,0.016539243265334243,0.015470239131593289
2010-05-31,-0.08262104536533683,-0.08144713886392153,-0.08262104536533683,-0.08144713886392153,-0.07826537188217546,-0.07945487838816367
2010-06-30,-0.051106803647721646,-0.036537740229774844,0.057979053897759814,0.045094819698257634,-0.05115005887856608,-0.051741010737181514
2010-07-31,0.06866941866554233,0.04655768930498629,-0.009464376458135804,-0.006309584305423869,0.07567872678411734,0.06830066655406486
2010-08-31,0.0,0.0,0.0,0.0,-0.038134502368517946,-0.044980682878042244
2010-09-30,0.028948247819470474,0.0032164719799411654,-0.025203502951275047,-0.00280038921680834,0.08446908352221698,0.08955518670526641
2010-10-31,0.010834744247073536,0.00120386047189706,0.010834744247073536,0.00120386047189706,0.03777360546283711,0.03820175075832988
2010-11-30,-0.01597720374143241,-0.019042563396361435,-0.01597720374143241,-0.019042563396361435,0.0011455964976893915,0.0
2010-12-31,0.057463468299954405,0.05291172521162168,0.057463468299954405,0.05291172521162168,0.06588545511559575,0.06685238588533937
2011-01-31,0.022142575328024324,0.030480840394358825,0.022142575328024324,0.030480840394358825,0.018761858667036033,0.023299876663803953
2011-02-28,0.0533991692402671,0.053954456276853205,0.0533991692402671,0.053954456276853205,0.03371627330331929,0.03473766858189653
2011-03-31,0.011771339345702736,0.002419584009808018,0.011771339345702736,0.002419584009808018,0.005050023032079255,0.00012009420071934507
2011-04-30,0.024969359130805925,0.03161583621861934,0.024969359130805925,0.03161583621861934,0.031101478565622225,0.02896130539862618
2011-05-31,-0.01494483757163904,-0.025181756368706606,-0.01494483757163904,-0.025181756368706606,-0.00799036885221237,-0.011214220029485134
2011-06-30,-0.011972973799746413,-0.01216104002874507,-0.011972973799746413,-0.01216104002874507,-0.013609787536882788,-0.01687020621642299
2011-07-31,-0.020583925988269525,-0.01831332541897095,-0.020583925988269525,-0.01831332541897095,-0.0217687130590783,-0.02000415178100523
2011-08-31,-0.017284712097389243,0.0018833065648346716,-0.017284712097389243,0.0018833065648346716,-0.04856455544263437,-0.05497574606198141
2011-09-30,-0.015397585189384166,-0.010902981655019468,0.13206145916487877,0.05869398185105723,-0.07681827349809027,-0.06942035414443415
2011-10-31,0.036585169868326606,0.004065018874258514,-0.03829178961279189,-0.004254643290310212,0.11265133187102434,0.10914650374002699
2011-11-30,0.01033011699066666,0.0011477907767407406,0.019890301003871125,0.0022100334448745705,0.0007806440303601928,-0.004063505896784281
2011-12-31,0.019575894127580613,0.008827644939485959,0.03444891531712879,0.011482971772376265,0.00912333528461732,0.010448037328873339
2012-01-31,0.003931101883834685,-0.009567785535963217,0.003931101883834685,-0.009567785535963217,0.04331956783542178,0.04637482491219558
2012-02-29,0.03818421760010127,0.023964239126325365,0.03818421760010127,0.023964239126325365,0.03352446605413707,0.04340536930902994
2012-03-31,0.029158861885571,0.01898369397865661,0.029158861885571,0.01898369397865661,0.025677304718121092,0.03216365385661546
2012-04-30,-0.0035608492767017124,-0.001173470846711707,-0.0035608492767017124,-0.001173470846711707,-0.0034855466363266454,-0.00667556575883832
2012-05-31,-0.061105698201978156,-0.03870333194134025,-0.061105698201978156,-0.03870333194134025,-0.05561772205724965,-0.06005561916586866
2012-06-30,0.03399923473572675,0.046461577566403914,0.03399923473572675,0.046461577566403914,0.04083957667928222,0.040580770774801156
2012-07-31,0.01995775809184071,0.015023303378987753,0.01995775809184071,0.015023303378987753,0.012755449666270735,0.011830044556472297
2012-08-31,-0.011484153710221268,-0.010314444475722969,-0.011484153710221268,-0.010314444475722969,0.017050459152529167,0.025052239573572832
2012-09-30,0.022449705983540902,0.006757042126572286,0.022449705983540902,0.006757042126572286,0.02512487691838837,0.025351315415169884
2012-10-31,-0.000169553985813087,0.00185053943552751,-0.000169553985813087,0.00185053943552751,-0.011321778807463125,-0.018198333176259518
2012-11-30,-0.004010536364290607,0.008092105953331057,-0.004010536364290607,0.008092105953331057,0.0040653612204943285,0.005659246739593948
2012-12-31,0.017694831878471057,0.027169303342585417,0.017694831878471057,0.027169303342585417,0.010322632009850322,0.008934987482409174
2013-01-31,0.0582081596318494,0.05204933157953737,0.0582081596318494,0.05204933157953737,0.05512281932901811,0.05119002664839334
2013-02-28,0.016749228855868454,0.012640898759555149,0.016749228855868454,0.012640898759555149,0.013088219783967051,0.012758750961916698
2013-03-31,0.03540059399026988,0.03115132880702963,0.03540059399026988,0.03115132880702963,0.0382880286254997,0.03797082969883858
2013-04-30,0.016620696045573626,0.021135395190473166,0.016620696045573626,0.021135395190473166,0.020304966902971247,0.0192131632719732
2013-05-31,0.006876680578241791,0.044620116534332795,0.006876680578241791,0.044620116534332795,0.013155391300062035,0.02360905126946511
2013-06-30,-0.0076653597785468755,-0.00597141965869816,-0.0076653597785468755,-0.00597141965869816,-0.012845987571482797,-0.013344234558760104
2013-07-31,0.04779897159894833,0.051656840497506615,0.04779897159894833,0.051656840497506615,0.05210586006314593,0.051677021631729936
2013-08-31,-0.03832995770667991,-0.042003145288700874,-0.03832995770667991,-0.042003145288700874,-0.028564911377668478,-0.02999258867268395
2013-09-30,0.04703789682082804,0.034225078334225945,0.04703789682082804,0.034225078334225945,0.0321244350164811,0.03164666258199933
2013-10-31,0.045148172937654975,0.03163401155028321,0.045148172937654975,0.03163401155028321,0.04507007094772534,0.04630626611935518
2013-11-30,0.026155528458469947,0.01663790539848922,0.026155528458469947,0.01663790539848922,0.022591733639488718,0.0296380046013478
2013-12-31,0.03799366514717691,0.03371874673400089,0.03799366514717691,0.03371874673400089,0.024879946277122016,0.025926206511823535
2014-01-31,-0.049265526498856294,-0.031108771739862453,-0.049265526498856294,-0.031108771739862453,-0.031405615568356846,-0.035248061958733756
2014-02-28,0.044985853817041635,0.04314644238829438,0.044985853817041635,0.04314644238829438,0.048317831009383,0.045515819029392945
2014-03-31,0.018079946454476376,0.01569355427572084,0.018079946454476376,0.01569355427572084,0.010078852976665208,0.00829545886550953
2014-04-30,0.012878154136303405,0.014875999002867622,0.012878154136303405,0.014875999002867622,0.012178356522814614,0.0069514847212450714
2014-05-31,0.018480775758763723,0.00344097405460093,0.018480775758763723,0.00344097405460093,0.02032625034348026,0.02320668086073807
2014-06-30,0.040255842023154166,0.035304837086832894,0.040255842023154166,0.035304837086832894,0.022381166725037465,0.02064514500814396
2014-07-31,-0.04528039260058162,-0.04297692916278748,-0.04528039260058162,-0.04297692916278748,-0.022890943788870997,-0.013438397241240296
2014-08-31,0.03905875569901052,0.03933598449459029,0.03905875569901052,0.03933598449459029,0.04068730704388276,0.03946386040597227
2014-09-30,-0.026111444369197986,-0.016674169253555044,-0.026111444369197986,-0.016674169253555044,-0.016492747933841107,-0.013796412632241184
2014-10-31,0.02991877869256972,0.007936978358548112,0.02991877869256972,0.007936978358548112,0.023766081811135757,0.02355112974368878
2014-11-30,0.035458904518752034,0.03633744760715654,0.035458904518752034,0.03633744760715654,0.020835304818857314,0.027471767756163334
2014-12-31,-0.015053021268940148,-0.003938678592424021,-0.015053021268940148,-0.003938678592424021,0.0011358878131945015,-0.00253647087815434
2015-01-31,0.00887259950791408,-0.0052154508250821865,0.00887259950791408,-0.0052154508250821865,-0.023043070448819886,-0.02962919269992459
2015-02-28,0.01190949238898098,0.0007754413249904859,0.01190949238898098,0.0007754413249904859,0.04701292172050638,0.05620438697948038
2015-03-31,-0.007657915270757876,-0.0051416792857666175,-0.007657915270757876,-0.0051416792857666175,-0.017153523135719804,-0.015705633062568225
2015-04-30,-0.006339790908163722,-0.007202572892868012,-0.006339790908163722,-0.007202572892868012,0.011271455685811536,0.00983392505540892
2015-05-31,0.0222906601034909,0.01995233374691884,0.0222906601034909,0.01995233374691884,0.007372370502106768,0.012856357311751276
2015-06-30,-0.011069864077180913,-0.008664786241971579,-0.011069864077180913,-0.008664786241971579,-0.024797138464010757,-0.02031221601680011
2015-07-31,0.03750634471144572,-0.003169693967478312,0.03750634471144572,-0.003169693967478312,0.014956732474946492,0.022589152386236933
2015-08-31,-0.07185733061734581,-0.024514684556964258,-0.07185733061734581,-0.024514684556964258,-0.057566393345228076,-0.06094981038983405
2015-09-30,-0.030344211632315116,-0.020172602133018264,0.01966893216098442,0.013112621440656282,-0.026651736608361384,-0.025516276043289987
2015-10-31,0.09035844163020323,0.010039826847800365,-0.004088415642257925,-0.00045426840469532523,0.0818371468304164,0.08505965461665244
2015-11-30,0.0,0.0,0.0,0.0,0.0010485584988183774,0.0036552852549607273
2015-12-31,0.007312440811710562,0.009112611893388106,0.007312440811710562,0.009112611893388106,-0.019953873369133027,-0.017282401871144937
2016-01-31,-0.04446981064239025,-0.033295529426907534,0.055730546055891006,0.024769131580396002,-0.04432495135407317,-0.04978671690676295
2016-02-29,0.00899307463412676,0.009172858129261404,0.030859674074565246,0.027430821399613548,0.008952866306853127,-0.0008257591374009055
2016-03-31,0.051407445548927504,0.04361421311500908,-0.0009333361161807385,-0.0006222240774538258,0.06979224084402337,0.06726577851943927
2016-04-30,-0.019253713484681745,-0.004578869335235253,-0.019253713484681745,-0.004578869335235253,0.014703413489414223,0.003941244520927256
2016-05-31,0.005895492608153844,0.005857535195434985,0.005895492608153844,0.005857535195434985,0.01062072588954134,0.017011563009164288
2016-06-30,0.052357472351915936,0.029618302084533088,0.052357472351915936,0.029618302084533088,0.011994372161919639,0.0034756357148959527
2016-07-31,0.04520799095798744,0.03198119753568448,0.04520799095798744,0.03198119753568448,0.028819142537916113,0.036471661327579286
2016-08-31,-0.007175328879526838,-0.023087536556362406,-0.007175328879526838,-0.023087536556362406,-0.003672520441974784,0.0011972684274332845
2016-09-30,0.011798771177269017,0.011910686376650697,0.011798771177269017,0.011910686376650697,5.8254528132190624e-05,5.8193166297515475e-05
2016-10-31,-0.001592529158580954,0.0035284047450792563,-0.001592529158580954,0.0035284047450792563,-0.015859647245774846,-0.01733718470775869
2016-11-30,0.05908324436252643,0.03541559709210096,0.05908324436252643,0.03541559709210096,0.03979968252554775,0.036838471808046336
2016-12-31,0.019310987144631232,0.01897952484161952,0.019310987144631232,0.01897952484161952,0.01875602496974012,0.02027178768867688
2017-01-31,0.0020058590584393823,0.005951416846699868,0.0020058590584393823,0.005951416846699868,0.01830741820649457,0.01789452769549138
2017-02-28,0.025747997540052595,0.024949797882064573,0.025747997540052595,0.024949797882064573,0.033765093563568764,0.03929170993467013
2017-03-31,-0.0003607625380610555,-0.00475494039454706,-0.0003607625380610555,-0.00475494039454706,-0.0014048718194271794,0.0012502179548128378
2017-04-30,0.015998423855783834,0.013501165378803266,0.015998423855783834,0.013501165378803266,0.008039461098235353,0.009926030815579301
2017-05-31,0.030640558313741385,0.012069584930405663,0.030640558313741385,0.012069584930405663,0.010751273322210006,0.014112728581087586
2017-06-30,-0.007403264880780098,-0.0025535278552789946,-0.007403264880780098,-0.0025535278552789946,0.005707472207685194,0.006374959787078138
2017-07-31,0.029380563671804374,0.0217265100255466,0.029380563671804374,0.0217265100255466,0.018314758845377317,0.020554188773425075
2017-08-31,0.0022620372759052376,0.007700192549473085,0.0022620372759052376,0.007700192549473085,-0.0011419674572211466,0.002917754961521135
2017-09-30,0.029309725425537593,0.028687662691914237,0.029309725425537593,0.028687662691914237,0.024753501783489302,0.020149342862536557
2017-10-31,0.021674026509808538,0.017973498818966732,0.021674026509808538,0.017973498818966732,0.018642487218169128,0.023564267972932873
2017-11-30,0.02439130470877441,0.020958681774998676,0.02439130470877441,0.020958681774998676,0.031084290523796784,0.030565938880725785
2017-12-31,-0.01128475413231907,-0.018165959900644863,-0.01128475413231907,-0.018165959900644863,0.01115718184696668,0.012127518711801955
2018-01-31,0.05466741857559835,0.029161672887423187,0.05466741857559835,0.029161672887423187,0.045399248243876325,0.056359444301271155
2018-02-28,-0.0634478358658392,-0.0525522112585636,-0.0634478358658392,-0.0525522112585636,-0.04752989209690203,-0.036360279695026865
2018-03-31,-0.03421610432401904,-0.017074841411154767,-0.03421610432401904,-0.017074841411154767,-0.017124891773840283,-0.027410760046911564
2018-04-30,0.006684001275898263,0.005984142978971089,0.006684001275898263,0.005984142978971089,0.008654110900555111,0.005168256730416765
2018-05-31,0.02595208013609895,0.01725639774025805,0.02595208013609895,0.01725639774025805,0.014907693336282661,0.024309016961535646
2018-06-30,0.0015318291729046196,0.0038017464158936415,0.0015318291729046196,0.0038017464158936415,0.00899652953850246,0.005751093836494192
2018-07-31,0.017461641261951044,0.006033082607458052,0.017461641261951044,0.006033082607458052,0.03656924958973399,0.037046213367265324
2018-08-31,0.009725840436968853,-0.0011026673652167799,0.009725840436968853,-0.0011026673652167799,0.016734886210781192,0.03192023552268353
2018-09-30,0.007760143828773029,0.011778064703328815,0.007760143828773029,0.011778064703328815,0.004907412389731531,0.005945268429408346
2018-10-31,-0.08294757257474006,-0.06669418231060709,-0.08294757257474006,-0.06669418231060709,-0.06333213632651345,-0.06910431664543115
2018-11-30,0.042775167894732645,0.011269086809365936,0.017872413110634255,0.017872413110634252,0.02564349075712871,0.01854959232794351
2018-12-31,-0.07095178286977706,-0.02942207991522339,-0.07095178286977706,-0.02942207991522339,-0.08856706514340684,-0.08804876636073666
2019-01-31,0.04308390221444991,0.014619490711969552,0.0037854756262836187,0.001261825208761206,0.07485712911761919,0.08006548739435737
2019-02-28,0.04108837441562785,0.004565374935069763,-0.013763649421464796,-0.001529294380162756,0.032542780204465944,0.032415983864868325
2019-03-31,0.03307218944236057,0.0067574221137071296,0.03307218944236057,0.0067574221137071296,0.016880530218367787,0.01810063202703338
2019-04-30,0.03301720386394195,0.01040791359906361,0.03301720386394195,0.01040791359906361,0.032610194486857993,0.04085254694454088
2019-05-31,-0.05684052640163536,-0.04325891898926817,-0.05684052640163536,-0.04325891898926817,-0.06334063538599066,-0.06377116476369293
2019-06-30,0.07324570422335785,0.057926236052487826,0.009501008044907833,0.009501008044907833,0.07476337012173444,0.06958621389870867
2019-07-31,0.01103927178277947,0.006977732970739949,0.01103927178277947,0.006977732970739949,0.007083365046193791,0.015119658801176383
2019-08-31,0.019078481317998053,-0.0010154275362521145,0.019078481317998053,-0.0010154275362521145,-0.015913301260042385,-0.016743274625249716
2019-09-30,0.026220867483856953,0.03321111560227627,0.026220867483856953,0.03321111560227627,0.02601031173886455,0.019457751353016306
2019-10-31,0.013152487913375274,0.0013257241082988815,0.013152487913375274,0.0013257241082988815,0.01054556679326414,0.022104415432744773
2019-11-30,0.01624021721396048,0.00034309538657702025,0.01624021721396048,0.00034309538657702025,0.02836769169327407,0.03619818293295185
2019-12-31,0.0334129316367906,0.028495042659583587,0.0334129316367906,0.028495042659583587,0.030621226384735314,0.029055676629772043
2020-01-31,0.0054660300940557,0.018408599822276068,0.0054660300940557,0.018408599822276068,-0.013291149892290311,-0.0004039095707374374
2020-02-29,-0.08378645826838807,-0.08050736973949602,-0.08378645826838807,-0.08050736973949602,-0.09387697762095117,-0.07916588085426779
2020-03-31,-0.10363765488025645,-0.08789106667925167,0.06376727112222413,0.04959676642839655,-0.14548427950443976,-0.12487095182686225
2020-04-30,0.13736508463669228,0.015262787181854705,0.012189219386179895,0.0013543577095755444,0.13303088056256018,0.12698317630470668
2020-05-31,0.0,0.0,0.0,0.0,0.044304253197119885,0.04764557898326727
2020-06-30,0.06949027339202352,0.0077211414880026166,0.06949027339202352,0.0077211414880026166,0.005799334278529744,0.01773430807082077
2020-07-31,0.055704752770325605,0.018951163394226974,0.055704752770325605,0.018951163394226974,0.04855610514028076,0.05889195465035968
2020-08-31,0.06353696099497184,0.030823420573404967,0.06353696099497184,0.030823420573404967,0.04675946260382518,0.06979690883886791
2020-09-30,-0.026268859825714846,-0.01716062236460857,-0.026268859825714846,-0.01716062236460857,-0.030195406928365826,-0.037443763622935555
2020-10-31,-0.028184514192112355,-0.028975164089865463,-0.028184514192112355,-0.028975164089865463,-0.01812935156916826,-0.024933533417122122
2020-11-30,0.11246793716868578,0.11569489121431675,0.11246793716868578,0.11569489121431675,0.1230718147437705,0.10877688374900485
2020-12-31,0.013696256356677074,0.00980546664837756,0.013696256356677074,0.00980546664837756,0.031459317814630565,0.03704855122487394
2021-01-31,-0.01973748896783345,-0.004594738228269399,-0.01973748896783345,-0.004594738228269399,-0.010297531699997524,-0.01019065680223663
2021-02-28,0.01636875882778318,-0.022632671280291033,0.01636875882778318,-0.022632671280291033,0.040523837855124714,0.027805388412911247
2021-03-31,0.058501124697953356,0.07557825223061557,0.058501124697953356,0.07557825223061557,0.06086084091090847,0.04539930809923787
2021-04-30,0.041169817497386685,0.02660785734025973,0.041169817497386685,0.02660785734025973,0.04188658744372637,0.052910488244440446
2021-05-31,0.03183403858020635,0.04560119186681043,0.03183403858020635,0.04560119186681043,0.017404559231506238,0.006566175165968913
2021-06-30,0.015504750096867914,0.023346340304060957,0.015504750096867914,0.023346340304060957,0.0039347432875871885,0.022427619097330265
2021-07-31,-0.022340471013035566,-0.03399600377154353,-0.022340471013035566,-0.03399600377154353,0.011813856426061673,0.02441230984089282
2021-08-31,0.02234260346932663,0.008321382226399316,0.02234260346932663,0.008321382226399316,0.02083611570401421,0.02975966914819872
2021-09-30,-0.04499703142543824,-0.049075033065848025,-0.04499703142543824,-0.049075033065848025,-0.03323432216801357,-0.046605385192872495
2021-10-31,0.055998942527316554,0.0701612669999021,0.055998942527316554,0.0701612669999021,0.07292414605355539,0.07016367845899496
2021-11-30,0.030434108283547534,-0.004867846607220178,0.030434108283547534,-0.004867846607220178,-0.016508026979738927,-0.00803484026174306
2021-12-31,0.04401112292181311,0.058043011912004415,0.04401112292181311,0.058043011912004415,0.05765486772828919,0.04624774313305302
2022-01-31,0.007990788754862546,0.04653519200785703,0.007990788754862546,0.04653519200785703,-0.0230633063764373,-0.05274133598879149
2022-02-28,-0.006247481818478853,0.012447997918563724,-0.006247481818478853,0.012447997918563724,-0.01072209141854853,-0.0295169247227568
2022-03-31,0.04821641573063706,0.06799528362487661,-0.05444341817824816,-0.05444341817824816,0.04933364755201766,0.037590407971505035
2022-04-30,-0.016875595169463353,-0.005237983869030199,-0.016875595169463353,-0.005237983869030199,-0.058488276968819405,-0.08776907143821644
2022-05-31,0.04911152543253453,0.09669594896735774,-0.022532888293209097,-0.017525579783607075,0.01715326780208916,0.002257283687025602
2022-06-30,-0.09710353506068359,-0.046535830550522,-0.012745572406907324,-0.004248524135635775,-0.0878861453362923,-0.08246033286977761
2022-07-31,0.07908962635085048,0.03831958450207367,0.024310028980862874,0.010804457324827944,0.08476565113026507,0.09208740810223937
2022-08-31,0.026523986218597306,0.004563972223627104,-0.04553121607202115,-0.0101180480160047,-0.026026834341823315,-0.04080191034066116
2022-09-30,-0.09558734005734759,-0.02171756662215313,-0.08235060049767007,-0.018300133443926683,-0.08786066346183888,-0.09244604223012343
2022-10-31,0.1345197505317488,0.04211597309363449,-0.059644426072879675,-0.013254316905084372,0.098918307638344,0.0812755830062537
2022-11-30,0.0,0.0,0.0,0.0,0.05918466533881476,0.055591414793358496
2022-12-31,-0.05440531143769511,-0.051100996462920156,-0.05440531143769511,-0.051100996462920156,-0.04609215708146318,-0.057628268451892395
2023-01-31,0.026266991598304555,0.018358179288965912,0.07643590800457511,0.05095727200305007,0.046509602752290706,0.06288754071128433
2023-02-28,-0.05790148120269856,-0.03776119135517744,-0.05790148120269856,-0.03776119135517744,-0.031139144607930706,-0.02514273532748501
2023-03-31,-0.0012555583977580018,0.024348937310374567,-0.0012555583977580018,0.024348937310374567,0.01702079090088398,0.037077862676123896
2023-04-30,-0.006427030531027,-0.004127654425166117,-0.006427030531027,-0.004127654425166117,0.01345317243286686,0.015975002693808804
2023-05-31,0.028836572158446094,0.021044931076600295,0.028836572158446094,0.021044931076600295,-0.03238215400429995,0.004616004201455137
2023-06-30,0.06698344161415888,0.03723075174974147,0.06698344161415888,0.03723075174974147,0.06968518364706194,0.06479980224646376
2023-07-31,0.024484456696717505,0.00559284492196057,0.024484456696717505,0.00559284492196057,0.03277220923887877,0.03273332711323951
2023-08-31,-0.013176623566106271,-0.01461297391251113,-0.013176623566106271,-0.01461297391251113,-0.02261750041676193,-0.01625200729296028
2023-09-30,-0.05032858170156665,-0.05235634410983269,-0.05032858170156665,-0.05235634410983269,-0.04090147132274687,-0.047434519013313525
2023-10-31,-0.03740093565172889,-0.01812485171574836,-0.03740093565172889,-0.01812485171574836,-0.025738238163575258,-0.02170863550706925
2023-11-30,0.05228824369400179,0.0254346480530026,0.09923865418117583,0.07718561991869233,0.07330493083881186,0.09134396259316446
2023-12-31,0.000771689440068668,8.574327111874092e-05,0.000771689440068668,8.574327111874092e-05,0.040145966953064605,0.0456552810668267
